Record ID|Description|EqNumber
1029|LUFKIN,C57-109-48,B-25D-67 - [OLD TYPE] Pumping Unit|000000000001040446
1030|NATIONAL,C25-67C-30,F-25-67C-30 Pumping Unit|000000000001040472
1031|GRIFFIN LEGRAND,C160-173-86 Pumping Unit|000000000001040572
1032|GRIFFIN LEGRAND,C640-305-192 Pumping Unit|000000000001040573
1033|GRIFFIN LEGRAND,C160-173-74 Pumping Unit|000000000001040574
1034|GRIFFIN LEGRAND,C114-143-64 Pumping Unit|000000000001040575
1035|GRIFFIN LEGRAND,C912-305-192 Pumping Unit|000000000001040576
1036|LUFKIN,MKII,M228-256-100 Pumping Unit|000000000001040579
1037|GRIFFIN LEGRAND,C228-119-144 Pumping Unit|000000000001040582
1038|GRIFFIN LEGRAND,C228-173-144 Pumping Unit|000000000001040583
1039|GRIFFIN LEGRAND,C80-143-64 Pumping Unit|000000000001040584
1040|LUFKIN,C228-119-120 Pumping Unit|000000000001040585
1041|JOSCO,C114-119-86 Pumping Unit|000000000001040586
1042|CHURCHILL,C160-119-100 Pumping Unit|000000000001040587
1043|GRIFFIN LEGRAND,C114-119-86 Pumping Unit|000000000001040588
1044|OILWELL,C80-109-48,GT-80-109-48 Pumping Unit|000000000001040589
1045|OILWELL,C114-143-64 Pumping Unit|000000000001040590
1046|OILWELL,C114-119-86 Pumping Unit|000000000001040610
1047|CHURCHILL,B80-119-64 Pumping Unit|000000000001040613
1048|LUFKIN,C57-42-12 Pumping Unit|000000000001040614
1049|LUFKIN,C114-119-54 Pumping Unit|000000000001040617
1050|LUFKIN,C456-256-144 Pumping Unit|000000000001040618
1051|LUFKIN,C16-36-30 Pumping Unit|000000000001040628
1052|AMERICAN,C228-143-144,SN CONTAINS: "3TC" Pumping Unit|000000000001040697
1053|CHURCHILL,C228-143-120 Pumping Unit|000000000001040699
1054|CHURCHILL,B16-53-30 Pumping Unit|000000000001040700
1055|LUFKIN,C57-95-54 Pumping Unit|000000000001040701
1056|LUFKIN,C456-304-144 Pumping Unit|000000000001040702
1057|LUFKIN,C114-95-100 Pumping Unit|000000000001040703
1058|LUFKIN,C114-135-54 Pumping Unit|000000000001040705
1059|LUFKIN,C228-158-74 Pumping Unit|000000000001040707
1060|LUFKIN,MKII,M456-305-168 Pumping Unit|000000000001040709
1061|BETHLEHEM,57DA-C10SD,B57-104042 Pumping Unit|000000000001040782
1062|BETHLEHEM,C40-117-42,40DA-12S-42 Pumping Unit|000000000001040783
1063|BETHLEHEM,57DA-12S-42 Pumping Unit|000000000001040785
1064|LUFKIN,C160-119-86 Pumping Unit|000000000001040819
1065|LUFKIN,C160-173-64 Pumping Unit|000000000001040820
1066|LUFKIN,C228-212-86 Pumping Unit|000000000001040821
1067|LUFKIN,C57-89-54 Pumping Unit|000000000001040822
1068|AMERICAN,C114-119-120 Pumping Unit|000000000001040823
1069|LUFKIN,C320-246-86 Pumping Unit|000000000001040824
1070|EMSCO,C114-133-54,DD-114-133-54 Pumping Unit|000000000001040825
1071|LUFKIN,C25-56-36 Pumping Unit|000000000001040826
1072|CHURCHILL,LP50-89-54 Pumping Unit|000000000001040827
1073|DARCO,C228-213-120 Pumping Unit|000000000001040900
1074|LUFKIN,MKII,M228-200-86 Pumping Unit|000000000001041000
1075|CHURCHILL,C228-213-120 Pumping Unit|000000000001041005
1076|CHURCHILL,C114-119-100 Pumping Unit|000000000001041020
1077|CHURCHILL,LP114-119-86 Pumping Unit|000000000001041048
1078|DARCO,C114-119-100 Pumping Unit|000000000001041090
1079|LUFKIN,C456-213-144 Pumping Unit|000000000001041289
1080|BAKER TORQMASTER,C228-213-100 Pumping Unit|000000000001041290
1081|LUFKIN,C912-305-192 Pumping Unit|000000000001041291
1082|LUFKIN,C160-144-120 Pumping Unit|000000000001041292
1083|LUFKIN,C320-246-74 Pumping Unit|000000000001041293
1084|LUFKIN,C160-200-74 Pumping Unit|000000000001041294
1085|LUFKIN,C228-230-74 Pumping Unit|000000000001041297
1086|CHURCHILL,LP40-89-48 Pumping Unit|000000000001041299
1087|LUFKIN,MKII,M228-256-120 Pumping Unit|000000000001041300
1088|CHURCHILL,LP40-76-42 Pumping Unit|000000000001041301
1089|LUFKIN,C114-100-48 Pumping Unit|000000000001041375
1090|EMSCO,C114-169-64,DB-114-169-64 Pumping Unit|000000000001041378
1091|LUFKIN,C320-250-74 Pumping Unit|000000000001041380
1092|NATIONAL,C80-119-54,"E" SERIES Pumping Unit|000000000001041401
1093|NATIONAL,C80-119-54,"F" SERIES Pumping Unit|000000000001041402
1094|OILWELL,C80-119-48 Pumping Unit|000000000001041404
1095|OILWELL,C25-67-30,AB25-67-30 Pumping Unit|000000000001041405
1096|TRICO,C114-119-86 Pumping Unit|000000000001041408
1097|LUFKIN,C114-156-54 Pumping Unit|000000000001041410
1098|NATIONAL,C40-113-42 Pumping Unit|000000000001041675
1099|LUFKIN,MKII,M114-143-64 Pumping Unit|000000000001041680
1100|LUFKIN,MKII,M228-213-120 Pumping Unit|000000000001041681
1101|LUFKIN,MKII,M320-213-120 Pumping Unit|000000000001041682
1102|CHURCHILL,C160-143-100 Pumping Unit|000000000001041711
1103|LUFKIN,C80-95-48 Pumping Unit|000000000001041848
1104|DARCO,C160-173-100 Pumping Unit|000000000001041849
1105|NATIONAL,C114-169-54,FP-114-169C-54 Pumping Unit|000000000001041850
1106|CHURCHILL,C320-119-144 Pumping Unit|000000000001041851
1107|LUFKIN,C80-76-54 -[OLD TYPE] Pumping Unit|000000000001041852
1108|LUFKIN,C228-220-100 Pumping Unit|000000000001041853
1109|AMERICAN,C80-119-64 Pumping Unit|000000000001042109
1110|AMERICAN,C160-143-74 Pumping Unit|000000000001042111
1111|AMERICAN,C160-173-64 Pumping Unit|000000000001042112
1112|AMERICAN,C228-200-74 Pumping Unit|000000000001042117
1113|AMERICAN,C114-119-86 Pumping Unit|000000000001042118
1114|AMERICAN,C160-200-74 Pumping Unit|000000000001042120
1115|AMERICAN,C320-246-74 Pumping Unit|000000000001042123
1116|AMERICAN,C320-213-86 Pumping Unit|000000000001042124
1117|AMERICAN,C160-173-74 Pumping Unit|000000000001042131
1118|AMERICAN,C40-76-48 Pumping Unit|000000000001042133
1119|AMERICAN,C114-143-74 Pumping Unit|000000000001042135
1120|AMERICAN,C114-143-64 Pumping Unit|000000000001042136
1121|AMERICAN,C114-133-54 Pumping Unit|000000000001042141
1122|AMERICAN,C160-173-86 Pumping Unit|000000000001042142
1123|AMERICAN,C160-143-86 Pumping Unit|000000000001042143
1124|AMERICAN,C160-119-86 Pumping Unit|000000000001042146
1125|AMERICAN,C80-119-54 Pumping Unit|000000000001042150
1126|AMERICAN,C114-173-64 Pumping Unit|000000000001042151
1127|LUFKIN,C114-109-74 Pumping Unit|000000000001042507
1128|CHURCHILL,LP80-119-54 Pumping Unit|000000000001042509
1129|CABOT,C80-119-54 Pumping Unit|000000000001042510
1130|LUFKIN,MKII,M160-173-86 Pumping Unit|000000000001042536
1131|BETHLEHEM,B40-76-42 Pumping Unit|000000000001042673
1132|AMPSCOT,C912-365-192 Pumping Unit|000000000001042687
1133|OILWELL,C40-89-42 Pumping Unit|000000000001042991
1134|NATIONAL,C40-89-42 Pumping Unit|000000000001043010
1135|BETHLEHEM,25DA-6SD-28,B25-63-28 Pumping Unit|000000000001043025
1136|CABOT,C40-89-42 Pumping Unit|000000000001043050
1137|CABOT,C80-133-48,80D-133-48 Pumping Unit|000000000001043055
1138|EMSCO,C80-133-54,DF-80-133-54 Pumping Unit|000000000001043065
1139|EMSCO,C40-89-42 Pumping Unit|000000000001043066
1140|JENSEN,C114-169-64,114B169R64 Pumping Unit|000000000001043068
1141|NATIONAL,C114-169-64 Pumping Unit|000000000001043069
1142|NATIONAL,C114-133-54,F-114-133C-54 Pumping Unit|000000000001043070
1143|OILWELL,C57-89-42 Pumping Unit|000000000001043071
1144|OILWELL,C40-76-42 Pumping Unit|000000000001043072
1145|OILWELL,C57-89-42,GT-57-89-42 Pumping Unit|000000000001043074
1146|OILWELL,C57-76-42,GT-57-76-42 Pumping Unit|000000000001043075
1147|EMSCO,C40-76-42 Pumping Unit|000000000001043076
1148|BETHLEHEM,C57-115-42 Pumping Unit|000000000001043458
1149|OILWELL,C160-200-74 Pumping Unit|000000000001043680
1150|LUFKIN,C114-173-64 Pumping Unit|000000000001043681
1151|LUFKIN,C214-200-64,TC-2-35 Pumping Unit|000000000001043682
1152|LUFKIN,C114-169-64 Pumping Unit|000000000001043683
1153|AMERICAN,C40-89-42 Pumping Unit|000000000001043684
1154|LUFKIN,C98-135-48,TC-44-15 W/4846 CRANK Pumping Unit|000000000001043685
1155|LUFKIN,C57-116-42 Pumping Unit|000000000001043708
1156|LUFKIN,C228-200-64,TC-2-35A Pumping Unit|000000000001043709
1157|CHURCHILL,C57-109-48 Pumping Unit|000000000001043712
1158|OILWELL,C80-133-48 Pumping Unit|000000000001043717
1159|CHURCHILL,C50-84-54 Pumping Unit|000000000001043720
1160|LUFKIN,C160-150-64,TC-33B-22G Pumping Unit|000000000001043721
1161|BETHLEHEM,C160-212-86 Pumping Unit|000000000001043727
1162|NATIONAL,C57-109-48 Pumping Unit|000000000001043730
1163|OILWELL,C160-173-74 Pumping Unit|000000000001043735
1164|OILWELL,C57-109-48,GT-57-109-48 Pumping Unit|000000000001043738
1165|LUFKIN,MKII,M160-200-86 Pumping Unit|000000000001043745
1166|LUFKIN,C114-150-54 Pumping Unit|000000000001043769
1167|EMSCO,C57-109-48 Pumping Unit|000000000001043777
1168|CHURCHILL,B40-76-42 Pumping Unit|000000000001043830
1169|NATIONAL,C40-76-42,F-40-76C-42 Pumping Unit|000000000001043887
1170|BETHLEHEM,C114-119-86 Pumping Unit|000000000001043901
1171|AMERICAN,C114-173-100 Pumping Unit|000000000001044015
1172|LUFKIN,MKII,M160-200-74 Pumping Unit|000000000001044017
1173|AMERICAN,C57-76-42 Pumping Unit|000000000001044065
1174|LUFKIN,C228-246-86 Pumping Unit|000000000001044066
1175|GRIFFIN LEGRAND,C114-173-64 Pumping Unit|000000000001044067
1176|DARCO,C114-119-86 Pumping Unit|000000000001044068
1177|OILWELL,C57-95-48 Pumping Unit|000000000001044070
1178|LUFKIN,B40-76-42 Pumping Unit|000000000001044161
1179|AMERICAN,B80-90-64 Pumping Unit|000000000001044166
1180|LUFKIN,C114-109-100 Pumping Unit|000000000001044167
1181|LUFKIN,C114-119-100 Pumping Unit|000000000001044169
1182|LUFKIN,C160-170-54 Pumping Unit|000000000001044174
1183|SENTINEL,C114-143-64 Pumping Unit|000000000001044190
1184|SENTINEL,C114-119-86 Pumping Unit|000000000001044191
1185|SENTINEL,C456-365-120 Pumping Unit|000000000001044192
1186|SENTINEL,C228-173-100 Pumping Unit|000000000001044193
1187|SENTINEL,C80-119-54 Pumping Unit|000000000001044194
1188|BETHLEHEM,C80-133-54 Pumping Unit|000000000001044258
1189|LUFKIN,C228-256-100 Pumping Unit|000000000001044337
1190|AMERICAN,C80-90-64 Pumping Unit|000000000001044338
1191|LUFKIN,C114-133-54 Pumping Unit|000000000001044339
1192|LUFKIN,C114-173-74 Pumping Unit|000000000001044340
1193|LUFKIN,MKII,M160-213-86 Pumping Unit|000000000001044341
1194|BETHLEHEM,C160-173-100 Pumping Unit|000000000001044344
1195|BETHLEHEM,C160-200-64 Pumping Unit|000000000001044345
1196|BETHLEHEM,C114-143-64 Pumping Unit|000000000001044346
1197|NATIONAL,C160-200-64 Pumping Unit|000000000001044348
1198|EMSCO,C114-143-64 Pumping Unit|000000000001044349
1199|BETHLEHEM,C80-119-64 Pumping Unit|000000000001044350
1200|BETHLEHEM,C57-76-42 Pumping Unit|000000000001044351
1201|EMSCO,C57-76-54 Pumping Unit|000000000001044352
1202|LUFKIN,B25-34-42 Pumping Unit|000000000001044358
1203|NATIONAL,B40-76-42 Pumping Unit|000000000001044361
1204|AMPSCOT,C320-256-100 Pumping Unit|000000000001044362
1205|AMPSCOT,C320-256-144 Pumping Unit|000000000001044364
1206|PARKERSBURG,C80-119-64 Pumping Unit|000000000001044366
1207|ALTEN,B57-95-48 Pumping Unit|000000000001044367
1208|BETHLEHEM,C160-169-64 Pumping Unit|000000000001044369
1209|BETHLEHEM,C80-119-54 Pumping Unit|000000000001044370
1210|AMERICAN,C80-133-54 Pumping Unit|000000000001044585
1211|AMERICAN,C228-213-120 Pumping Unit|000000000001044587
1212|LUFKIN,C640-365-168 Pumping Unit|000000000001044588
1213|LUFKIN,C456-365-144 Pumping Unit|000000000001044589
1214|NATIONAL,C114-143-64 Pumping Unit|000000000001044605
1215|NATIONAL,C160-173-100 Pumping Unit|000000000001044606
1216|NATIONAL,C40-76-48 Pumping Unit|000000000001044608
1217|NATIONAL,C57-76-54 Pumping Unit|000000000001044609
1218|NATIONAL,C57-95-48 Pumping Unit|000000000001044610
1219|CABOT,C80-133-54 Pumping Unit|000000000001044611
1220|CABOT,C114-169-64 Pumping Unit|000000000001044612
1221|CABOT,C114-119-84 Pumping Unit|000000000001044613
1222|EMSCO,C160-173-74 Pumping Unit|000000000001044614
1223|EMSCO,C80-133-48 Pumping Unit|000000000001044615
1224|EMSCO,C80-119-64 Pumping Unit|000000000001044616
1225|EMSCO,C80-119-54 Pumping Unit|000000000001044617
1226|JENSEN,C114-119-64 Pumping Unit|000000000001044618
1227|LUFKIN,B40-89-36 Pumping Unit|000000000001044645
1228|TRICO,C114-119-72 Pumping Unit|000000000001044646
1229|AMERICAN,C114-119-54 Pumping Unit|000000000001044647
1230|AMERICAN,C320-143-120 Pumping Unit|000000000001044648
1231|OILWELL,C80-133-54 Pumping Unit|000000000001044653
1232|LUFKIN,MKII,M912-365-168 Pumping Unit|000000000001044654
1233|LUFKIN,MKII,M640-305-192 Pumping Unit|000000000001044655
1234|LUFKIN,MKII,M80-143-74 Pumping Unit|000000000001044656
1235|BETHLEHEM,C57-100-54,57DA-10S-54 Pumping Unit|000000000001044657
1236|LUFKIN,MKII,M640-305-144 Pumping Unit|000000000001044658
1237|LUFKIN,MKII,M1824-427-216 Pumping Unit|000000000001044659
1238|LUFKIN,MKII,M114-173-74 Pumping Unit|000000000001044663
1239|LUFKIN,MKII,M114-143-100 Pumping Unit|000000000001044664
1240|LUFKIN,MKII,M912-305-168 Pumping Unit|000000000001044695
1241|LUFKIN,MKII,M456-305-120 Pumping Unit|000000000001044696
1242|LUFKIN,MKII,M456-256-120 Pumping Unit|000000000001044697
1243|LUFKIN,MKII,M320-305-120 Pumping Unit|000000000001044698
1244|LUFKIN,C912-365-144 Pumping Unit|000000000001044699
1245|NATIONAL,C228-213-100,GSAII SERIES Pumping Unit|000000000001044707
1246|BETHLEHEM,C160-173-86 Pumping Unit|000000000001044717
1247|LUFKIN,C80-133-54 Pumping Unit|000000000001044724
1248|BAOJI,C114-143-86 Pumping Unit|000000000001045119
1249|PARKERSBURG,B57-95-48 Pumping Unit|000000000001045183
1250|LUFKIN,C456-305-120 Pumping Unit|000000000001045609
1251|OILWELL,C80-119-64 Pumping Unit|000000000001046088
1252|BETHLEHEM,C114-165-54 Pumping Unit|000000000001046102
1253|CHURCHILL,C80-133-54 Pumping Unit|000000000001046122
1254|NATIONAL,B57-76-54 Pumping Unit|000000000001046123
1255|BETHLEHEM,C57-95-48 Pumping Unit|000000000001046187
1256|LUFKIN,C320-250-84 Pumping Unit|000000000001046194
1257|LUFKIN,C58-104-42 Pumping Unit|000000000001046195
1258|LUFKIN,C54-100-42 Pumping Unit|000000000001046196
1259|LUFKIN,C160-180-64 Pumping Unit|000000000001046197
1260|AMERICAN,C114-95-100 Pumping Unit|000000000001046490
1261|CHURCHILL,B21-45-36 Pumping Unit|000000000001046637
1262|CHURCHILL,B25-67-36 Pumping Unit|000000000001046638
1263|AMERICAN,C80-90-54 Pumping Unit|000000000001046673
1264|LUFKIN,C124-135-54 Pumping Unit|000000000001046765
1265|LUFKIN,C456-304-120 Pumping Unit|000000000001046770
1266|NATIONAL,B25-67-36 Pumping Unit|000000000001046955
1267|EMSCO,C80-110-42 Pumping Unit|000000000001046976
1268|EMSCO,C80-109-48 Pumping Unit|000000000001046985
1269|NATIONAL,C40-89-36 Pumping Unit|000000000001046988
1270|AMERICAN,C57-76-54 Pumping Unit|000000000001046991
1271|LUFKIN,C114-170-54 Pumping Unit|000000000001046995
1272|CABOT,C80-122-48 Pumping Unit|000000000001047045
1273|PARKERSBURG,C114-143-64 Pumping Unit|000000000001047052
1274|EMSCO,C57-110-42 Pumping Unit|000000000001047054
1275|BETHLEHEM,B40-84-42 Pumping Unit|000000000001047055
1276|LUFKIN,C40-87-34 Pumping Unit|000000000001047073
1277|CABOT,C57-109-48 Pumping Unit|000000000001047159
1278|LUFKIN,C40-67-30 Pumping Unit|000000000001047176
1279|BETHLEHEM,C25-49-36 Pumping Unit|000000000001047209
1280|NATIONAL,C114-150-54 Pumping Unit|000000000001047225
1281|OILWELL,C114-169-54 Pumping Unit|000000000001047242
1282|BETHLEHEM,C114-154-64 Pumping Unit|000000000001047245
1283|OILWELL,C114-133-54 Pumping Unit|000000000001047249
1284|BETHLEHEM,C57-117-42,57DA-12S-42 Pumping Unit|000000000001047397
1285|NATIONAL,C80-133-54 Pumping Unit|000000000001047569
1286|EMSCO,C57-78-54 Pumping Unit|000000000001047572
1287|BETHLEHEM,C80-148-48,80S-14S Pumping Unit|000000000001047649
1288|BETHLEHEM,C80-148-54,80D-14S-54 Pumping Unit|000000000001047807
1289|PARKERSBURG,C57-109-42,42-G57D-10.9 Pumping Unit|000000000001047851
1290|AMERICAN,B80-90-54 Pumping Unit|000000000001047921
1291|BETHLEHEM,C160-207-74,160D-20SA,160D-20A Pumping Unit|000000000001048028
1292|AMERICAN,C40-76-42 Pumping Unit|000000000001048093
1293|NATIONAL,B40-89-36 Pumping Unit|000000000001048094
1294|JENSEN,B40-89-36 Pumping Unit|000000000001048095
1295|PARKERSBURG,C40-76-42 Pumping Unit|000000000001048096
1296|AMERICAN,C80-109-48 Pumping Unit|000000000001048098
1297|LUFKIN,C80-109-64 Pumping Unit|000000000001048099
1298|LUFKIN,B25-67-36 Pumping Unit|000000000001048100
1299|CHURCHILL,C40-76-42 Pumping Unit|000000000001048144
1300|AMERICAN,C228-246-86 Pumping Unit|000000000001048185
1301|LUFKIN,C228-185-144 Pumping Unit|000000000001048187
1302|LUFKIN,C40-56-36 Pumping Unit|000000000001048239
1303|AMERICAN,C57-119-54 Pumping Unit|000000000001048274
1304|LUFKIN,C80-135-44 Pumping Unit|000000000001048366
1305|PARKERSBURG,C114-119-54 Pumping Unit|000000000001048403
1306|LUFKIN,C320-305-100 Pumping Unit|000000000001048717
1307|OILWELL,C25-53-24,AB25-53-24 Pumping Unit|000000000001048772
1308|AMERICAN,C114-119-64 Pumping Unit|000000000001048822
1309|NATIONAL,C25-67-36,F25-67C-36 Pumping Unit|000000000001048823
1310|CHURCHILL,C40-76-48 Pumping Unit|000000000001048861
1311|JENSEN,C57-109-48 Pumping Unit|000000000001048862
1312|LUFKIN,MKII,M114-143-74 Pumping Unit|000000000001048866
1313|LUFKIN,C114-130-64 Pumping Unit|000000000001048868
1314|BETHLEHEM,C114-119-54 Pumping Unit|000000000001048870
1315|NATIONAL,C80-119-64 Pumping Unit|000000000001048871
1316|GRIFFIN LEGRAND,C160-119-86 Pumping Unit|000000000001048879
1317|CABOT,C80-122-42 Pumping Unit|000000000001048880
1318|CHURCHILL,C40-89-36 Pumping Unit|000000000001048883
1319|OTEK CORPORATION,C114-119-64 Pumping Unit|000000000001048884
1320|LUFKIN,C80-109-42 Pumping Unit|000000000001048967
1321|LUFKIN,MKII,M640-365-168 Pumping Unit|000000000001048970
1322|LUFKIN,C320-213-86 Pumping Unit|000000000001048971
1323|CHURCHILL,C40-89-42 Pumping Unit|000000000001049471
1324|AMERICAN,C57-95-48 Pumping Unit|000000000001049472
1325|NATIONAL,C160-143-64 Pumping Unit|000000000001049492
1326|AMERICAN,C57-90-54 Pumping Unit|000000000001049525
1327|AMERICAN,C80-76-54 Pumping Unit|000000000001049526
1328|LUFKIN,C160-200-64 Pumping Unit|000000000001049545
1329|BETHLEHEM,C57-70-42 Pumping Unit|000000000001049549
1330|PARKERSBURG,C57-76-42 Pumping Unit|000000000001049573
1331|LUFKIN,C160-143-64,C-160D-143-64 Pumping Unit|000000000001049575
1332|CABOT,C57-109-42 Pumping Unit|000000000001049577
1333|CABOT,C40-67-36 Pumping Unit|000000000001049599
1334|LUFKIN,C228-200-76,TC-2L-35A Pumping Unit|000000000001049602
1335|LUFKIN,C228-229-84 Pumping Unit|000000000001049603
1336|LUFKIN,C160-180-54 Pumping Unit|000000000001049604
1337|LUFKIN,C114-150-64 Pumping Unit|000000000001049605
1338|DARCO,C160-119-120 Pumping Unit|000000000001049640
1339|NATIONAL OILWELL,C160-119-86 Pumping Unit|000000000001049662
1340|BETHLEHEM,C114-143-74 Pumping Unit|000000000001049670
1341|EMSCO,C40-83-30 Pumping Unit|000000000001049677
1342|OTEK CORPORATION,C114-119-86 Pumping Unit|000000000001049679
1343|OTEK CORPORATION,C80-119-64 Pumping Unit|000000000001049682
1344|DARCO,C320-119-168 Pumping Unit|000000000001049707
1345|CHURCHILL,C160-173-120 Pumping Unit|000000000001049711
1346|NATIONAL,C80-95-48 Pumping Unit|000000000001049712
1347|BAOJI,C114-74-68 Pumping Unit|000000000001049713
1348|LUFKIN,C160-151-84 Pumping Unit|000000000001049716
1349|LUFKIN,C25-43-30 Pumping Unit|000000000001049717
1350|BETHLEHEM,B57-76-42 Pumping Unit|000000000001049718
1351|EMSCO,C40-89-34 Pumping Unit|000000000001049725
1352|EMSCO,C57-104-44 Pumping Unit|000000000001049726
1353|EMSCO,C40-89-36 Pumping Unit|000000000001049727
1354|EMSCO,C25-67-36 Pumping Unit|000000000001049728
1355|EMSCO,C80-128-48 Pumping Unit|000000000001049729
1356|AMERICAN,C320-213-120 Pumping Unit|000000000001049730
1357|AMERICAN,C114-76-46 Pumping Unit|000000000001049732
1358|BETHLEHEM,C114-148-48 Pumping Unit|000000000001049736
1359|NATIONAL,B57-89-36 Pumping Unit|000000000001049737
1360|NATIONAL,B80-109-42 Pumping Unit|000000000001049738
1361|LUFKIN,C114-150-48 Pumping Unit|000000000001049739
1362|LUFKIN,C144-170-54 Pumping Unit|000000000001049740
1363|BETHLEHEM,C80-153-64 Pumping Unit|000000000001049741
1364|PARKERSBURG,C80-133-54 Pumping Unit|000000000001049742
1365|AMERICAN,C160-200-64 Pumping Unit|000000000001049888
1366|OILWELL,C114-119-54 Pumping Unit|000000000001049902
1367|PARKERSBURG,C80-95-48 Pumping Unit|000000000001049903
1368|OILWELL PUMPING,B40-67-30 Pumping Unit|000000000001049904
1369|NATIONAL,B16-53-30 Pumping Unit|000000000001049905
1370|BETHLEHEM,C57-89-42 Pumping Unit|000000000001049921
1371|OILWELL PUMPING,B40-89-42 Pumping Unit|000000000001049922
1372|BETHLEHEM,B16-53-30 Pumping Unit|000000000001049924
1373|NATIONAL,C228-246-74 Pumping Unit|000000000001049925
1374|LUFKIN,C80-127-48 Pumping Unit|000000000001049926
1375|JENSEN,C114-95-86,114B95R86 Pumping Unit|000000000001049927
1376|CABOT,C160-119-86 Pumping Unit|000000000001049929
1377|BETHLEHEM,C80-104-42 Pumping Unit|000000000001049930
1378|LUFKIN,B25-40-36 Pumping Unit|000000000001049931
1379|AMERICAN,C57-109-42 Pumping Unit|000000000001049932
1380|LUFKIN,C57-63-54 Pumping Unit|000000000001050063
1381|GRIFFIN LEGRAND,C228-173-86 Pumping Unit|000000000001050070
1382|CABOT,C114-143-64 Pumping Unit|000000000001050104
1383|PARKERSBURG,C74-127-48 Pumping Unit|000000000001050105
1384|BETHLEHEM,C80-133-48 Pumping Unit|000000000001050114
1385|CHURCHILL,C16-53-30 Pumping Unit|000000000001050453
1386|CHURCHILL,B40-89-42 Pumping Unit|000000000001050596
1387|BETHLEHEM,B57-100-54 Pumping Unit|000000000001050597
1388|OILWELL PUMPING,B57-76-42 Pumping Unit|000000000001050598
1389|OILWELL,C114-143-74 Pumping Unit|000000000001050599
1390|JENSEN,C114-173-64 Pumping Unit|000000000001050600
1391|BETHLEHEM,B40-89-34 Pumping Unit|000000000001050601
1392|LUFKIN,C114-127-48 Pumping Unit|000000000001050614
1393|LUFKIN,C114-116-48 Pumping Unit|000000000001050615
1394|LUFKIN,C160-158-54 Pumping Unit|000000000001050617
1395|LUFKIN,C320-250-120 Pumping Unit|000000000001050618
1396|LUFKIN,C320-173-144 Pumping Unit|000000000001050619
1397|BETHLEHEM,C114-148-54 Pumping Unit|000000000001050620
1398|NATIONAL,B57-110-42 Pumping Unit|000000000001050621
1399|JENSEN,B25-67-36 Pumping Unit|000000000001050624
1400|CABOT,B25-56-36 Pumping Unit|000000000001050628
1401|AMERICAN,C40-54-48 Pumping Unit|000000000001050629
1402|LACY,AIR BALANCE,A1500-400-192 PUNIT air balanced|000000000001050998
1403|GRIFFIN LEGRAND,C228-246-86 Pumping Unit|000000000001051542
1404|BAKER TORQMASTER,C456-305-144 Pumping Unit|000000000001051544
1405|RIGMASTER,C320-256-120 Pumping Unit|000000000001051546
1406|OILWELL,C25-51-28 Pumping Unit|000000000001051561
1407|BAOJI,C114-119-86 Pumping Unit|000000000001051600
1408|NATIONAL OILWELL,C160-173-74 Pumping Unit|000000000001051621
1409|BAKER TORQMASTER,C114-119-100 Pumping Unit|000000000001051625
1410|BETHLEHEM,C40-76-42 Pumping Unit|000000000001051626
1411|LUFKIN,C80-100-42 Pumping Unit|000000000001051627
1412|LUFKIN,C40-127-32 Pumping Unit|000000000001051640
1413|LUFKIN,C32-80-34 Pumping Unit|000000000001051656
1414|LUFKIN,C160-160-54 Pumping Unit|000000000001051659
1415|NATIONAL OILWELL,C228-212-86 Pumping Unit|000000000001052015
1416|JENSEN,C114-119-54 Pumping Unit|000000000001052034
1417|LUFKIN,B57-105-42 Pumping Unit|000000000001052489
1418|OILWELL PUMPING,B16-53-24 Pumping Unit|000000000001052490
1419|OILWELL PUMPING,B16-43-30 Pumping Unit|000000000001052491
1420|AMERICAN,C80-95-48 Pumping Unit|000000000001052492
1421|NATIONAL,B25-45-28 Pumping Unit|000000000001052494
1422|BETHLEHEM,C40-89-34 Pumping Unit|000000000001052496
1423|CABOT,B40-67-30 Pumping Unit|000000000001052514
1424|CABOT,C80-95-48 Pumping Unit|000000000001052517
1425|BETHLEHEM,C57-84-42 Pumping Unit|000000000001052518
1426|BETHLEHEM,C114-169-64 Pumping Unit|000000000001052521
1427|OILWELL,C114-169-64 Pumping Unit|000000000001052526
1428|BETHLEHEM,B25-53-30 Pumping Unit|000000000001052574
1429|EMSCO,B25-60-24 Pumping Unit|000000000001052628
1430|PARKERSBURG,C114-160-54 Pumping Unit|000000000001057700
1431|DOMINION BRIDGE,C114-119-86 Pumping Unit|000000000001057757
1432|DOMINION BRIDGE,C114-143-64 Pumping Unit|000000000001057758
1433|AMERICAN,C57-109-48 Pumping Unit|000000000001057783
1434|BETHLEHEM,C57-76-54 Pumping Unit|000000000001057799
1435|BAKER(CMI)TORQMASTER,C160-173-86 Pumping Unit|000000000001057804
1436|DOMINION BRIDGE,C80-119-64 Pumping Unit|000000000001057809
1437|LUFKIN,C1824-365-192 Pumping Unit|000000000001057838
1438|LUFKIN,C285-250-74 Pumping Unit|000000000001057839
1439|LUFKIN,C40-74-40 Pumping Unit|000000000001057841
1440|LUFKIN,C57-76-54 Pumping Unit|000000000001057842
1441|OILWELL PUMPING,B40-90-42 Pumping Unit|000000000001057857
1442|NATIONAL OILWELL,C57-112-42 Pumping Unit|000000000001057887
1443|OILWELL,C80-143-64 Pumping Unit|000000000001057897
