Record ID|Description|EqNumber
367|MOTOR,US ELECTRIC,60 HP,3600 RPM Electric Motors|000000000001056768
368|MOTOR,TECO-WESTINGHOUSE,60 HP,3600 RPM Electric Motors|000000000001056769
369|MOTOR,US MOTORS,50 HP,1800 RPM Electric Motors|000000000001056770
370|MOTOR,TECO-WESTINGHOUSE,50 HP,3600 RPM Electric Motors|000000000001056771
371|MOTOR,AJAX,75 HP,1800 RPM Electric Motors|000000000001056786
372|MOTOR,MARATHON ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001056794
373|MOTOR,US ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001056797
374|MOTOR,TECO-WESTINGHOUSE,75 HP,1800 RPM Electric Motors|000000000001056804
375|MOTOR,RELIANCE ELECTRIC,150 HP,3600 RPM Electric Motors|000000000001057101
376|MOTOR,SIEMENS MOTORS,150 HP,1200 RPM Electric Motors|000000000001057125
377|MOTOR,SIEMENS MOTORS,350 HP,3600 RPM Electric Motors|000000000001057126
378|MOTOR,RELIANCE ELECTRIC,125 HP,1800 RPM Electric Motors|000000000001057127
379|MOTOR,RELIANCE ELECTRIC,125 HP,1200 RPM Electric Motors|000000000001057128
380|MOTOR,RELIANCE ELECTRIC,100 HP,3600 RPM Electric Motors|000000000001057129
381|MOTOR,TECO-WESTINGHOUSE,100 HP,1800 RPM Electric Motors|000000000001057130
382|MOTOR,GE,200 HP,1800 RPM Electric Motors|000000000001057148
383|MOTOR,LOUIS ALLIS,75 HP,1800 RPM Electric Motors|000000000001057150
384|MOTOR,SIEMENS MOTORS,100 HP,3600 RPM Electric Motors|000000000001057163
385|MOTOR,US MOTORS,75 HP,1800 RPM Electric Motors|000000000001057165
386|MOTOR,WESTINGHOUSE,100 HP,1200 RPM Electric Motors|000000000001057166
387|MOTOR,FAIRBANKS MORSE,60 HP,1200 RPM Electric Motors|000000000001057705
388|MOTOR,LOUIS ALLIS,300 HP,3600 RPM Electric Motors|000000000001057712
389|MOTOR,MARATHON ELECTRIC,60 HP,3600 RPM Electric Motors|000000000001057718
390|MOTOR,RELIANCE ELECTRIC,150 HP,1800 RPM Electric Motors|000000000001057720
391|MOTOR,SIEMENS-ALLIS,250 HP,3600 RPM Electric Motors|000000000001057724
392|MOTOR,US ELECTRIC,125 HP,1200 RPM Electric Motors|000000000001057726
393|MOTOR,US MOTORS,125 HP,1200 RPM Electric Motors|000000000001057728
394|MOTOR,WESTINGHOUSE,125 HP,1800 RPM Electric Motors|000000000001057731
395|MOTOR,WESTINGHOUSE,150 HP,1800 RPM Electric Motors|000000000001057733
396|MOTOR,WESTINGHOUSE,60 HP,1800 RPM Electric Motors|000000000001057736
397|MOTOR,TORK,50 HP,1200 RPM Electric Motors|000000000001064392
398|MOTOR,WILLIS ELECTRIC,50 HP,1200 RPM Electric Motors|000000000001064393
399|MOTOR,BALDOR,50 HP,1800 RPM Electric Motors|000000000001064394
400|MOTOR,TECO-WESTINGHOUSE,75 HP,1200 RPM Electric Motors|000000000001064395
401|MOTOR,TORK,75 HP,1200 RPM Electric Motors|000000000001064396
402|MOTOR,GE,75 HP,1200 RPM (SIZE 4) Electric Motors|000000000001064398
403|MOTOR,ROBBINS & MEYERS,60 HP,1200 RPM Electric Motors|000000000001064400
404|MOTOR,TORK,60 HP,1200 RPM Electric Motors|000000000001064401
405|MOTOR,ROBBINS & MEYERS,50 HP,900 RPM Electric Motors|000000000001064402
406|MOTOR,LOUIS ALLIS,400 HP,3600 RPM Electric Motors|000000000001064403
407|MOTOR,US ELECTRIC,400 HP,3600 RPM Electric Motors|000000000001064404
408|MOTOR,GE,250 HP,1800 RPM Electric Motors|000000000001064407
409|MOTOR,GENERAL MOTORS CO,1500 HP,3600 RPM Electric Motors|000000000001064409
410|MOTOR,RELIANCE ELECTRIC,1500 HP,3600 RPM Electric Motors|000000000001064413
411|MOTOR,WESTINGHOUSE,1500 HP,3600 RPM Electric Motors|000000000001064414
412|MOTOR,TECO-WESTINGHOUSE,150 HP,1200 RPM Electric Motors|000000000001064416
413|MOTOR,WESTINGHOUSE,125 HP,1200 RPM Electric Motors|000000000001064417
414|MOTOR,US ELECTRIC,125 HP,3600 RPM Electric Motors|000000000001064418
415|MOTOR,GE,125 HP,1200 RPM Electric Motors|000000000001064419
416|MOTOR,LINCOLN MOTORS,100 HP,3600 RPM Electric Motors|000000000001064420
417|MOTOR,GE,125 HP,1200 RPM (SIZE 6) Electric Motors|000000000001064421
418|MOTOR,US ELECTRIC,100 HP,1800 RPM Electric Motors|000000000001064422
419|MOTOR,WILLIS ELECTRIC,100 HP,1200 RPM Electric Motors|000000000001064423
420|MOTOR,TECO-WESTINGHOUSE,100 HP,1200 RPM Electric Motors|000000000001064424
421|MOTOR,SIEMENS MOTORS,60 HP,1200 RPM Electric Motors|000000000001065076
422|MOTOR,FAIRBANKS MORSE,50 HP,1200 RPM Electric Motors|000000000001065609
423|MOTOR,FAIRBANKS MORSE,75 HP,1200 RPM Electric Motors|000000000001065612
424|MOTOR,FAIRBANKS MORSE,75 HP,1800 RPM Electric Motors|000000000001065613
425|MOTOR,LINCOLN MOTORS,60 HP,1800 RPM Electric Motors|000000000001065614
426|MOTOR,LOUIS ALLIS,100 HP,1800 RPM Electric Motors|000000000001065617
427|MOTOR,RELIANCE ELECTRIC,200 HP,1200 RPM Electric Motors|000000000001065626
428|MOTOR,TECO-WESTINGHOUSE,60 HP,1200 RPM Electric Motors|000000000001065628
429|MOTOR,US MOTORS,75 HP,3600 RPM Electric Motors|000000000001065632
430|MOTOR,WESTINGHOUSE,350 HP,900 RPM Electric Motors|000000000001065634
431|MOTOR,ROBBINS & MEYERS,75 HP,1200 RPM Electric Motors|000000000001065647
432|MOTOR,US MOTORS,400 HP,3600 RPM Electric Motors|000000000001065686
433|MOTOR,LOUIS ALLIS,2000 HP,3600 RPM Electric Motors|000000000001065706
434|MOTOR,SIEMENS MOTORS,100 HP,1800 RPM Electric Motors|000000000001065708
435|MOTOR,SIEMENS MOTORS,75 HP,1800 RPM Electric Motors|000000000001066839
436|MOTOR,SIEMENS MOTORS,700 HP,1200 RPM Electric Motors|000000000001067473
437|MOTOR,SIEMENS-ALLIS,100 HP,1800 RPM Electric Motors|000000000001067474
438|MOTOR,WILLIS ELECTRIC,100 HP,1800 RPM Electric Motors|000000000001067496
439|MOTOR,ALLIS-CHALMERS,200 HP,3600 RPM Electric Motors|000000000001068125
440|MOTOR,FAIRBANKS MORSE,300 HP,1200 RPM Electric Motors|000000000001068133
441|MOTOR,GE,300 HP,1200 RPM Electric Motors|000000000001068142
442|MOTOR,GE,600 HP,1200 RPM Electric Motors|000000000001068144
443|MOTOR,GENERAL DYNAMICS,4500 HP,1800 RPM Electric Motors|000000000001068147
444|MOTOR,LEESON,125 HP,3600 RPM Electric Motors|000000000001068148
445|MOTOR,NEWMAN ELECT MOTRS,150 HP,1200 RPM Electric Motors|000000000001068155
446|MOTOR,GE,1750 HP,3600 RPM Electric Motors|000000000001068170
447|MOTOR,GE,150 HP,1200 RPM Electric Motors|000000000001068175
448|MOTOR,SIEMENS-ALLIS,150 HP,3600 RPM Electric Motors|000000000001068177
449|MOTOR,SIEMENS-ALLIS,300 HP,1200 RPM Electric Motors|000000000001068180
450|MOTOR,TATUNG,150 HP,1200 RPM Electric Motors|000000000001068185
451|MOTOR,TECO-WESTINGHOUSE,100 HP,3600 RPM Electric Motors|000000000001068186
452|MOTOR,TECO-WESTINGHOUSE,150 HP,3600 RPM Electric Motors|000000000001068187
453|MOTOR,TECO-WESTINGHOUSE,200 HP,3600 RPM Electric Motors|000000000001068189
454|MOTOR,TECO-WESTINGHOUSE,2000 HP,3600 RPM Electric Motors|000000000001068190
455|MOTOR,TECO-WESTINGHOUSE,250 HP,1200 RPM Electric Motors|000000000001068191
456|MOTOR,TOSHIBA ELECTRIC,150 HP,1200 RPM Electric Motors|000000000001068192
457|MOTOR,US ELECTRIC,150 HP,3600 RPM Electric Motors|000000000001068194
458|MOTOR,US ELECTRIC,300 HP,1200 RPM Electric Motors|000000000001068233
459|MOTOR,US ELECTRIC,450 HP,1800 RPM Electric Motors|000000000001068234
460|MOTOR,US ELECTRIC,600 HP,1800 RPM Electric Motors|000000000001068237
461|MOTOR,WESTINGHOUSE,1250 HP,1200 RPM Electric Motors|000000000001068241
462|MOTOR,WESTINGHOUSE,1750 HP,1800 RPM Electric Motors|000000000001068243
463|MOTOR,WESTINGHOUSE,200 HP,3600 RPM Electric Motors|000000000001068244
464|MOTOR,WESTINGHOUSE,2000 HP,1800 RPM Electric Motors|000000000001068245
465|MOTOR,WORLDWIDE ELECTRIC,50 HP,1200 RPM Electric Motors|000000000001069066
466|MOTOR,SIEMENS MOTORS,75 HP,1800 RPM,VERT Electric Motors|000000000001069144
467|MOTOR,BALDOR,250 HP,1800 RPM Electric Motors|000000000001069280
468|MOTOR,GE,300 HP,3600 RPM Electric Motors|000000000001069287
469|MOTOR,LEESON,50 HP,1800 RPM Electric Motors|000000000001069290
470|MOTOR,TECO-WESTINGHOUSE,1250 HP,3600 RPM Electric Motors|000000000001069303
471|MOTOR,US MOTORS,100 HP,1800 RPM Electric Motors|000000000001069306
472|MOTOR,WEG ELECTRIC,125 HP,1800 RPM Electric Motors|000000000001069308
473|MOTOR,SOUTHWEST ELECT,1250 HP,3600 RPM Electric Motors|000000000001069338
474|MOTOR,GE,350 HP,1200 RPM Electric Motors|000000000001072661
475|MOTOR,WORLDWIDE ELECTRIC,150 HP,1200 RPM Electric Motors|000000000001072963
476|MOTOR,ALLIS-CHALMERS,125 HP,1200 RPM Electric Motors|000000000001073217
477|MOTOR,GE,100 HP,1200 RPM (SIZE 5) Electric Motors|000000000001073242
478|MOTOR,AJAX,150 HP,1200 RPM Electric Motors|000000000001073244
479|MOTOR,AJAX,75 HP,1200 RPM Electric Motors|000000000001073245
480|MOTOR,ALLIS-CHALMERS,300 HP,1200 RPM Electric Motors|000000000001073247
481|MOTOR,GE,1000 HP,900 RPM Electric Motors|000000000001073254
482|MOTOR,GE,200 HP,1200 RPM (SIZE 7) Electric Motors|000000000001073262
483|MOTOR,MARATHON ELECTRIC,125 HP,900 RPM Electric Motors|000000000001073277
484|MOTOR,MARATHON ELECTRIC,250 HP,3600 RPM Electric Motors|000000000001073286
485|MOTOR,RELIANCE ELECTRIC,200 HP,3600 RPM Electric Motors|000000000001077982
486|MOTOR,ROBBINS & MEYERS,100 HP,1200 RPM Electric Motors|000000000001077983
487|MOTOR,SIEMENS-ALLIS,100 HP,1200 RPM Electric Motors|000000000001077984
488|MOTOR,GE,250 HP,1200 RPM Electric Motors|000000000001077985
489|MOTOR,TATUNG,125 HP,1200 RPM Electric Motors|000000000001077987
490|MOTOR,TATUNG,75 HP,1200 RPM Electric Motors|000000000001077988
491|MOTOR,TECO-WESTINGHOUSE,200 HP,1200 RPM Electric Motors|000000000001077989
492|MOTOR,US ELECTRIC,300 HP,1800 RPM Electric Motors|000000000001077993
493|MOTOR,WEATHERFORD,100 HP,1200 RPM Electric Motors|000000000001077994
494|MOTOR,WEG ELECTRIC,60 HP,1200 RPM Electric Motors|000000000001077996
495|MOTOR,WESTINGHOUSE,150 HP,1200 RPM Electric Motors|000000000001077997
496|MOTOR,WESTINGHOUSE,50 HP,900 RPM Electric Motors|000000000001077998
497|MOTOR,WILLIS ELECTRIC,150 HP,1200 RPM Electric Motors|000000000001077999
498|MOTOR,ALLIS-CHALMERS,150 HP,1200 RPM Electric Motors|000000000001079305
499|MOTOR,ALLIS-CHALMERS,50 HP,1800 RPM Electric Motors|000000000001079306
500|MOTOR,MARATHON ELECTRIC,150 HP,1800 RPM Electric Motors|000000000001079487
501|MOTOR,MD ELECTRIC,100 HP,1800 RPM Electric Motors|000000000001079501
502|MOTOR,MD ELECTRIC,125 HP,1800 RPM Electric Motors|000000000001079502
503|MOTOR,SIEMENS-ALLIS,350 HP,1800 RPM Electric Motors|000000000001079513
504|MOTOR,US ELECTRIC,100 HP,1200 RPM Electric Motors|000000000001079579
505|MOTOR,GE,120 HP,1200 RPM Electric Motors|000000000001083151
506|MOTOR,US ELECTRIC,350 HP,1800 RPM Electric Motors|000000000001083153
507|MOTOR,TOSHIBA ELECTRIC,800 HP,1800 RPM Electric Motors|000000000001083154
508|MOTOR,BALDOR,75 HP,1800 RPM Electric Motors|000000000001092675
509|MOTOR,RELIANCE ELECTRIC,125 HP,3600 RPM Electric Motors|000000000001103894
510|MOTOR,SIEMENS-ALLIS,250 HP,1200 RPM Electric Motors|000000000001103896
511|MOTOR,BALDOR,50 HP,1200 RPM Electric Motors|000000000001109434
512|MOTOR,BALDOR,125 HP,1800 RPM Electric Motors|000000000001109441
513|MOTOR,EMERSON,150 HP,1200 RPM Electric Motors|000000000001109449
514|MOTOR,EMERSON,60 HP,1800 RPM Electric Motors|000000000001109454
515|MOTOR,FARADAY,100 HP,1800 RPM Electric Motors|000000000001109458
516|MOTOR,GE,1500 HP,900 RPM Electric Motors|000000000001109460
517|MOTOR,GE,800 HP,900 RPM Electric Motors|000000000001109461
518|MOTOR,GMP,60 HP,1200 RPM Electric Motors|000000000001109462
519|MOTOR,KPG,100 HP,1200 RPM Electric Motors|000000000001109463
520|MOTOR,LINCOLN MOTORS,150 HP,1800 RPM Electric Motors|000000000001109466
521|MOTOR,MARATHON ELECTRIC,150 HP,3600 RPM Electric Motors|000000000001109469
522|MOTOR,MARATHON ELECTRIC,60 HP,900 RPM Electric Motors|000000000001109472
523|MOTOR,PACEMAKER,125 HP,3600 RPM Electric Motors|000000000001109503
524|MOTOR,RELIANCE ELECTRIC,75 HP,900 RPM Electric Motors|000000000001109509
525|MOTOR,REULAND ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001109510
526|MOTOR,ROBBINS & MEYERS,50 HP,1200 RPM Electric Motors|000000000001109511
527|MOTOR,SIEMENS MOTORS,125 HP,1800 RPM Electric Motors|000000000001109516
528|MOTOR,SIEMENS MOTORS,125 HP,3600 RPM Electric Motors|000000000001109517
529|MOTOR,SIEMENS MOTORS,150 HP,1800 RPM Electric Motors|000000000001109518
530|MOTOR,SIEMENS MOTORS,250 HP,3600 RPM Electric Motors|000000000001109617
531|MOTOR,SIEMENS MOTORS,400 HP,3600 RPM Electric Motors|000000000001109619
532|MOTOR,SIEMENS MOTORS,60 HP,3600 RPM Electric Motors|000000000001109620
533|MOTOR,SIEMENS MOTORS,800 HP,1800 RPM Electric Motors|000000000001109621
534|MOTOR,SIEMENS MOTORS,800 HP,3600 RPM Electric Motors|000000000001109622
535|MOTOR,SIEMENS MOTORS,900 HP,3600 RPM Electric Motors|000000000001109623
536|MOTOR,SIEMENS-ALLIS,150 HP,1800 RPM Electric Motors|000000000001109625
537|MOTOR,SIEMENS-ALLIS,60 HP,3600 RPM Electric Motors|000000000001109627
538|MOTOR,TECO-WESTINGHOUSE,500 HP,3600 RPM Electric Motors|000000000001109637
539|MOTOR,TORK-MATE,100 HP,1200 RPM Electric Motors|000000000001109640
540|MOTOR,TOSHIBA ELECTRIC,150 HP,1800 RPM Electric Motors|000000000001109644
541|MOTOR,TOSHIBA ELECTRIC,400 HP,1800 RPM Electric Motors|000000000001109646
542|MOTOR,TOSHIBA ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001109647
543|MOTOR,US ELECTRIC,150 HP,1200 RPM Electric Motors|000000000001109648
544|MOTOR,US MOTORS,500 HP,1800 RPM Electric Motors|000000000001109651
545|MOTOR,UNICLOSED,50 HP,1800 RPM Electric Motors|000000000001109652
546|MOTOR,USM CORP,100 HP,1800 RPM Electric Motors|000000000001109653
547|MOTOR,WEG ELECTRIC,50 HP,1200 RPM Electric Motors|000000000001109660
548|MOTOR,WEG ELECTRIC,50 HP,1800 RPM Electric Motors|000000000001109661
549|MOTOR,WESTINGHOUSE,500 HP,3600 RPM Electric Motors|000000000001109663
550|MOTOR,WESTINGHOUSE,800 HP,900 RPM Electric Motors|000000000001109665
551|MOTOR,GE,500 HP,1800 RPM Electric Motors|000000000001109700
552|MOTOR,MARATHON ELECTRIC,200 HP,1200 RPM Electric Motors|000000000001111670
553|MOTOR,NORTH AMERICAN,100 HP,1200 RPM Electric Motors|000000000001111686
554|MOTOR,LEESON,50 HP,1200 RPM Electric Motors|000000000001111689
555|MOTOR,SIEMENS-ALLIS,125 HP,1800 RPM Electric Motors|000000000001111692
556|MOTOR,GE,350 HP,1800 RPM Electric Motors|000000000001111698
557|MOTOR,RELIANCE ELECTRIC,250 HP,1800 RPM Electric Motors|000000000001111700
558|MOTOR,RELIANCE ELECTRIC,350 HP,1200 RPM Electric Motors|000000000001111701
559|MOTOR,SIEMENS-ALLIS,200 HP,3600 RPM Electric Motors|000000000001111702
560|MOTOR,SIEMENS-ALLIS,450 HP,3600 RPM Electric Motors|000000000001111703
561|MOTOR,US ELECTRIC,200 HP,3600 RPM Electric Motors|000000000001111704
562|MOTOR,US ELECTRIC,250 HP,1800 RPM Electric Motors|000000000001111705
563|MOTOR,US ELECTRIC,350 HP,1200 RPM Electric Motors|000000000001111706
564|MOTOR,LEESON,50 HP,3600 RPM Electric Motors|000000000001111737
565|MOTOR,LEESON,60 HP,1200 RPM Electric Motors|000000000001111738
566|MOTOR,BALDOR,60 HP,1200 RPM Electric Motors|000000000001111742
567|MOTOR,GE,400 HP,1800 RPM Electric Motors|000000000001111748
568|MOTOR,LOUIS ALLIS,100 HP,1200 RPM Electric Motors|000000000001111750
569|MOTOR,LOUIS ALLIS,150 HP,1200 RPM Electric Motors|000000000001111752
570|MOTOR,RELIANCE ELECTRIC,300 HP,1200 RPM Electric Motors|000000000001111887
571|MOTOR,RELIANCE ELECTRIC,450 HP,3600 RPM Electric Motors|000000000001111888
572|MOTOR,RELIANCE ELECTRIC,60 HP,900 RPM Electric Motors|000000000001111890
573|MOTOR,WESTINGHOUSE,100 HP,3600 RPM Electric Motors|000000000001111892
574|MOTOR,WESTINGHOUSE,60 HP,900 RPM Electric Motors|000000000001111893
575|MOTOR,WESTINGHOUSE,600 HP,900 RPM Electric Motors|000000000001111894
576|MOTOR,MARATHON ELECTRIC,200 HP,3600 RPM Electric Motors|000000000001111900
577|MOTOR,MARATHON ELECTRIC,50 HP,900 RPM Electric Motors|000000000001111901
578|MOTOR,TOSHIBA ELECTRIC,60 HP,3600 RPM Electric Motors|000000000001111903
579|MOTOR,US ELECTRIC,125 HP,900 RPM Electric Motors|000000000001111905
580|MOTOR,LOUIS ALLIS,700 HP,1200 RPM Electric Motors|000000000001111906
581|MOTOR,NEWARK,50 HP,1200 RPM Electric Motors|000000000001111910
582|MOTOR,MD ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001111911
583|MOTOR,SIEMENS MOTORS,300 HP,1200 RPM Electric Motors|000000000001111926
584|MOTOR,OILWELL PUMPING,100 HP,1200 RPM Electric Motors|000000000001111948
585|MOTOR,SIEMENS-ALLIS,75 HP,1800 RPM Electric Motors|000000000001111953
586|MOTOR,OILWELL PUMPING,75 HP,1200 RPM Electric Motors|000000000001111954
587|MOTOR,TECO-WESTINGHOUSE,2250 HP,3600 RPM Electric Motors|000000000001111962
588|MOTOR,TOSHIBA ELECTRIC,100 HP,3600 RPM Electric Motors|000000000001111970
589|MOTOR,TOSHIBA ELECTRIC,200 HP,1800 RPM Electric Motors|000000000001111973
590|MOTOR,TOSHIBA ELECTRIC,250 HP,1800 RPM Electric Motors|000000000001111976
591|MOTOR,USM CORP,60 HP,1800 RPM Electric Motors|000000000001111980
592|MOTOR,BALDOR,150 HP,1800 RPM Electric Motors|000000000001111981
593|MOTOR,US MOTORS,50 HP,1200 RPM Electric Motors|000000000001112040
594|MOTOR,WAGNER ELECTRIC,50 HP,1200 RPM Electric Motors|000000000001112041
595|MOTOR,NEWMAN ELECT MOTORS,50 HP,1200 RPM Electric Motors|000000000001112051
596|MOTOR,SIEMENS-ALLIS,125 HP,3600 RPM Electric Motors|000000000001112054
597|MOTOR,US MOTORS,60 HP,1200 RPM Electric Motors|000000000001112065
598|MOTOR,US MOTORS,600 HP,1800 RPM Electric Motors|000000000001112066
599|MOTOR,WEG ELECTRIC,200 HP,900 RPM Electric Motors|000000000001112068
600|MOTOR,WORLDWIDE ELECTRIC,50 HP,1800 RPM Electric Motors|000000000001112073
601|MOTOR,WORLDWIDE ELECTRIC,50 HP,3600 RPM Electric Motors|000000000001112074
602|MOTOR,ALLIS-CHALMERS,125 HP,3600 RPM Electric Motors|000000000001112085
603|MOTOR,ALLIS-CHALMERS,75 HP,1200 RPM Electric Motors|000000000001112087
604|MOTOR,ALLIS-CHALMERS,125 HP,1800 RPM Electric Motors|000000000001112089
605|MOTOR,BALDOR,60 HP,3600 RPM Electric Motors|000000000001112091
606|MOTOR,CONTINENTAL,150 HP,1200 RPM Electric Motors|000000000001112092
607|MOTOR,SIEMENS-ALLIS,100 HP,3600 RPM, Electric Motors|000000000001112131
608|MOTOR,GE(TRI-CLAD),800 HP,3600 RPM Electric Motors|000000000001112132
609|MOTOR,TORK-MATE,75 HP,1200 RPM Electric Motors|000000000001112157
610|MOTOR,US ELECTRIC,200 HP,1200 RPM Electric Motors|000000000001112159
611|MOTOR,GENERAL DYNAMICS,2250 HP,3600 RPM Electric Motors|000000000001112266
612|MOTOR,LOUIS ALLIS,700 HP,3600 RPM Electric Motors|000000000001112276
613|MOTOR,WESTINGHOUSE,300 HP,3600 RPM Electric Motors|000000000001112281
614|MOTOR,WORLDWIDE ELECTRIC,75 HP,3600 RPM Electric Motors|000000000001112284
615|MOTOR,LINCOLN MOTORS,75 HP,1200 RPM Electric Motors|000000000001112286
616|MOTOR,FAIRBANKS MORSE,75 HP,900 RPM Electric Motors|000000000001112316
617|MOTOR,NEWMAN ELECT MOTORS,60 HP,3600 RPM Electric Motors|000000000001112351
618|MOTOR,LOUIS ALLIS,60 HP,1800 RPM Electric Motors|000000000001112431
619|MOTOR,NORTH AMERICAN,75 HP,1200 RPM Electric Motors|000000000001113371
620|MOTOR,WEG ELECTRIC,200 HP,1200 RPM Electric Motors|000000000001113388
621|MOTOR,WORLDWIDE ELECTRIC,100 HP,1800 RPM Electric Motors|000000000001113391
622|MOTOR,NORTH AMERICAN,150 HP,1200 RPM Electric Motors|000000000001113392
623|MOTOR,TECO-WESTINGHOUSE,250 HP,3600 RPM Electric Motors|000000000001113396
624|MOTOR,WORLDWIDE ELECTRIC,125 HP,3600 RPM Electric Motors|000000000001114216
625|MOTOR,WORLDWIDE ELECTRIC,60 HP,1800 RPM Electric Motors|000000000001114458
626|MOTOR,SIEMENS MOTORS,1250 HP,3600 RPM Electric Motors|000000000001115576
627|MOTOR,CENTURY,50 HP,1800 RPM Electric Motors|000000000001115679
628|MOTOR,RELIANCE ELECTRIC,400 HP,1800 RPM Electric Motors|000000000001116726
629|MOTOR,CENTURY,50 HP,1200 RPM Electric Motors|000000000001118544
630|MOTOR,TOSHIBA ELECTRIC,250 HP,1200 RPM Electric Motors|000000000001119895
631|MOTOR,TOSHIBA ELECTRIC,250 HP,VSD RPM Electric Motors|000000000001119906
632|MOTOR,WORLDWIDE ELECTRIC,150 HP,1800 RPM Electric Motors|000000000001119965
633|MOTOR,BALDOR,150 HP,3600 RPM Electric Motors|000000000001121311
634|MOTOR,LINCOLN MOTORS,50 HP,3600 RPM Electric Motors|000000000001121312
635|MOTOR,NORTH AMERICAN,200 HP,1200 RPM Electric Motors|000000000001123476
636|MOTOR,NORTH AMERICAN,50 HP,1200 RPM Electric Motors|000000000001124031
637|MOTOR,WORLDWIDE ELECTRIC,200 HP,3600 RPM Electric Motors|000000000001126144
638|MOTOR,MARATHON ELECTRIC,350 HP,3600 RPM Electric Motors|000000000001129898
639|MOTOR,NORTH AMERICAN,125 HP,1200 RPM Electric Motors|000000000001130005
640|OILFIELD ELECTRIC COMPANY,50 HP,1200 RPM Electric Motors|000000000001131964
641|MOTOR,GE,700 HP,3600 RPM Electric Motors|000000000001131984
642|MOTOR,SIEMENS-ALLIS,50 HP,3600 RPM Electric Motors|000000000001140378
643|MOTOR,TECO-WESTINGHOUSE,800 HP,3600 RPM Electric Motors|000000000001140538
644|MOTOR,GE,600 HP,1800 RPM Electric Motors|000000000001140746
645|MOTOR,GENERIC,200 HP Electric Motors|000000000001140981
646|MOTOR,GENERIC,100 HP Electric Motors|000000000001142871
647|MOTOR,GENERIC,125 HP Electric Motors|000000000001142872
648|MOTOR,GENERIC,150 HP Electric Motors|000000000001142873
649|MOTOR,GENERIC,50 HP Electric Motors|000000000001142875
650|MOTOR,GENERIC,75 HP Electric Motors|000000000001142876
651|MOTOR,GENERIC,800 HP Electric Motors|000000000001142877
652|MOTOR,GENERIC,60 HP Electric Motors|000000000001142879
653|MOTOR,WEG ELECTRIC,75 HP,1800 RPM Electric Motors|000000000001143545
654|MOTOR,WORLDWIDE ELECTRIC,150 HP,3600 RPM Electric Motors|000000000001144969
655|MOTOR,BALDOR,500 HP,3600 RPM Electric Motors|000000000001145003
656|MOTOR,TECO-WESTINGHOUSE,250 HP,1800 RPM Electric Motors|000000000001147961
657|MOTOR,GE,125 HP,1800 RPM Electric Motors|000000000001150357
658|MOTOR,US MOTORS,60 HP,1800 RPM Electric Motors|000000000001152876
659|MOTOR,SIEMENS MOTORS,50 HP,3600 RPM Electric Motors|000000000001152882
660|MOTOR,EMERSON,125 HP,1800 RPM Electric Motors|000000000001153820
661|MOTOR,NORTH AMERICAN,100 HP,1800 RPM Electric Motors|000000000001157227
662|MOTOR,FAIRBANKS MORSE,100 HP,1200 RPM Electric Motors|000000000001159201
663|MOTOR,WEG ELECTRIC,50 HP,3600 RPM Electric Motors|000000000001159246
664|MOTOR,WEG ELECTRIC,100 HP,1200 RPM Electric Motors|000000000001159516
665|MOTOR,WEG ELECTRIC,150 HP,1200 RPM Electric Motors|000000000001159517
666|MOTOR,SIEMENS-ALLIS,75 HP,1200 RPM Electric Motors|000000000001159646
667|MOTOR,WEG ELECTRIC,300 HP,1800 RPM Electric Motors|000000000001161058
668|MOTOR,TECO-WESTINGHOUSE,300 HP,1200 RPM Electric Motors|000000000001161559
669|MOTOR,WEG ELECTRIC,250 HP,1800 RPM Electric Motors|000000000001163057
670|MOTOR,BALDOR,100 HP,1200 RPM Electric Motors|000000000001163823
671|MOTOR,HYUNDAI,75 HP,1200 RPM,NEMA B Electric Motors|000000000001164104
672|MOTOR,HYUNDAI,100 HP,1800 RPM Electric Motors|000000000001164105
673|MOTOR,WEG ELECTRIC,75 HP,1200 RPM Electric Motors|000000000001164562
674|MOTOR,GE,450 HP,3600 RPM Electric Motors|000000000001164635
675|MOTOR,BALDOR,250 HP,1200 RPM Electric Motors|000000000001165243
676|MOTOR,TOSHIBA ELECTRIC,100 HP,1800 RPM Electric Motors|000000000001167121
677|MOTOR,TOSHIBA ELECTRIC,125 HP,1800 RPM Electric Motors|000000000001167128
678|MOTOR,SIEMENS-ALLIS,400 HP,1800 RPM Electric Motors|000000000001167149
679|MOTOR,SIEMENS MOTORS,400 HP,1800 RPM Electric Motors|000000000001167159
680|MOTOR,HYUNDAI,50 HP,1800 RPM Electric Motors|000000000001167564
681|MOTOR,WORLDWIDE ELECTRIC,60 HP,3600 RPM Electric Motors|000000000001169396
682|MOTOR,WEG ELECTRIC,75 HP,3600 RPM Electric Motors|000000000001171316
683|MOTOR,HYUNDAI,200 HP,1800 RPM Electric Motors|000000000001172033
684|MOTOR,CROWN TRITON,100 HP,1800 RPM Electric Motors|000000000001174374
685|MOTOR,HYUNDAI,75 HP,3600 RPM,NEMA B Electric Motors|000000000001174861
686|MOTOR,GE,350 HP,3600 RPM Electric Motors|000000000001176744
687|MOTOR,HYUNDAI,60 HP,3600 RPM Electric Motors|000000000001177019
